system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,mean_LST,.geo
000000000000000003f3,1961452,9896,3,163,S,271630702073,+45.1690537,-093.0120919,G5030,Block Group 3,27,070207,{downscaled LST=75.16683588119842},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4,22643995,386195,3,163,S,271630701083,+45.2264846,-092.9184306,G5030,Block Group 3,27,070108,{downscaled LST=65.33114635995041},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6,11772616,103486,3,163,S,271630707063,+45.0020379,-092.8205558,G5030,Block Group 3,27,070706,{downscaled LST=69.70432452746475},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fd,11665478,529923,3,163,S,271630704053,+45.0117073,-092.9044388,G5030,Block Group 3,27,070405,{downscaled LST=70.57400760856974},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe,1625209,4606,3,163,S,271630709063,+45.0027182,-092.9519072,G5030,Block Group 3,27,070906,{downscaled LST=84.0905383618173},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff,12365859,147894,3,163,S,271630707053,+44.9856878,-092.7995843,G5030,Block Group 3,27,070705,{downscaled LST=70.23449464285467},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403,1520183,257160,3,163,S,271630706043,+45.0451092,-092.8477881,G5030,Block Group 3,27,070604,{downscaled LST=72.6060775649892},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000409,2478863,1059815,3,163,S,271630707033,+45.0349093,-092.7888930,G5030,Block Group 3,27,070703,{downscaled LST=80.96572222635217},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063d,2812557,487919,3,163,S,271630703033,+45.0380311,-092.9559396,G5030,Block Group 3,27,070303,{downscaled LST=70.80677306053175},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000063f,841645,20516,3,163,S,271630701043,+45.2637300,-092.9772790,G5030,Block Group 3,27,070104,{downscaled LST=75.59604392659863},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000065c,6255379,415011,3,163,S,271630701053,+45.2822695,-092.9049375,G5030,Block Group 3,27,070105,{downscaled LST=65.73026097742044},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000660,852023,6023,3,163,S,271630709113,+44.9806927,-092.9618562,G5030,Block Group 3,27,070911,{downscaled LST=73.66593146333938},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000661,1140783,6215,3,163,S,271630709093,+44.9787084,-092.9469532,G5030,Block Group 3,27,070909,{downscaled LST=73.96448749144339},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006bc,19911207,1262329,3,163,S,271630702063,+45.1522988,-092.7777581,G5030,Block Group 3,27,070206,{downscaled LST=67.96735891192654},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003539,921225,5341,3,163,S,271630703043,+45.0593259,-092.9521321,G5030,Block Group 3,27,070304,{downscaled LST=74.42982377249822},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000353b,15005099,503061,3,163,S,271630704033,+45.0479370,-092.8937358,G5030,Block Group 3,27,070403,{downscaled LST=69.89833630545021},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033c,10122019,755815,4,163,S,271630702064,+45.1909295,-092.7784299,G5030,Block Group 4,27,070206,{downscaled LST=67.25774185139242},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033f,1324275,82961,4,163,S,271630703044,+45.0530423,-092.9514940,G5030,Block Group 4,27,070304,{downscaled LST=72.91979020036834},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000391,4026643,363695,4,163,S,271630701034,+45.2789358,-093.0152088,G5030,Block Group 4,27,070103,{downscaled LST=73.66552941678242},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f0,16482668,2054462,4,163,S,271630704064,+44.9800038,-092.9170880,G5030,Block Group 4,27,070406,{downscaled LST=70.95023638521181},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f1,1856867,46259,4,163,S,271630709064,+45.0174128,-092.9545382,G5030,Block Group 4,27,070906,{downscaled LST=76.12680635486933},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5,2761418,270391,4,163,S,271630703034,+45.0422271,-092.9769524,G5030,Block Group 4,27,070303,{downscaled LST=76.83463373326022},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fc,11932546,1017226,4,163,S,271630704034,+45.1002196,-092.9030002,G5030,Block Group 4,27,070403,{downscaled LST=67.30042955928278},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000401,917763,1621,4,163,S,271630709094,+44.9673685,-092.9513447,G5030,Block Group 4,27,070909,{downscaled LST=81.45877810475568},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c,1498477,699265,4,163,S,271630702044,+45.1292112,-093.0086145,G5030,Block Group 4,27,070204,{downscaled LST=70.65191064339777},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040d,2162879,281704,4,163,S,271630709074,+45.0124968,-092.9711756,G5030,Block Group 4,27,070907,{downscaled LST=70.56446893045093},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000664,937042,5923,4,163,S,271630709114,+44.9781310,-092.9773975,G5030,Block Group 4,27,070911,{downscaled LST=70.27384531477448},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef,2727807,7872,5,163,S,271630702045,+45.1520902,-093.0105553,G5030,Block Group 5,27,070204,{downscaled LST=69.56670969845092},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413,1289257,232458,5,163,S,271630709105,+44.9557340,-092.9797250,G5030,Block Group 5,27,070910,{downscaled LST=76.6859154033052},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000410,2569568,108835,6,163,S,271630709106,+44.9564363,-092.9427630,G5030,Block Group 6,27,070910,{downscaled LST=76.30139513268384},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,516704,0,1,003,S,270030506081,+45.1570815,-093.2972313,G5030,Block Group 1,27,050608,{downscaled LST=73.9878169359433},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000431,1155984,0,1,003,S,270030502381,+45.2378287,-093.3110282,G5030,Block Group 1,27,050238,{downscaled LST=74.79191306451325},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000435,1098639,0,1,003,S,270030507071,+45.2029643,-093.3123465,G5030,Block Group 1,27,050707,{downscaled LST=73.04068062887785},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000438,798464,0,1,003,S,270030506121,+45.1897384,-093.3562746,G5030,Block Group 1,27,050612,{downscaled LST=77.38487644794425},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069c,814535,0,1,003,S,270030502221,+45.2303450,-093.2985497,G5030,Block Group 1,27,050222,{downscaled LST=76.96931637028683},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a2,404246,0,1,003,S,270030514001,+45.0445802,-093.2544089,G5030,Block Group 1,27,051400,{downscaled LST=78.81313559256519},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a3,345195,0,1,003,S,270030508081,+45.1653154,-093.2551674,G5030,Block Group 1,27,050808,{downscaled LST=77.21856677190519},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a7,441348,0,1,003,S,270030508101,+45.1466747,-093.2497043,G5030,Block Group 1,27,050810,{downscaled LST=73.38251997390053},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a8,715165,0,1,003,S,270030511031,+45.0888443,-093.2368282,G5030,Block Group 1,27,051103,{downscaled LST=72.78562317653594},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006aa,343252,0,1,003,S,270030513041,+45.0608385,-093.2604376,G5030,Block Group 1,27,051304,{downscaled LST=83.76629510169951},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f6,384923,0,1,003,S,270030505011,+45.1933788,-093.3810208,G5030,Block Group 1,27,050501,{downscaled LST=81.98666940082119},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000841,558457,0,1,003,S,270030504021,+45.2028575,-093.4024164,G5030,Block Group 1,27,050402,{downscaled LST=79.55590360519072},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e5,1079314,0,1,003,S,270030506021,+45.1855583,-093.3291744,G5030,Block Group 1,27,050602,{downscaled LST=81.67197769241922},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008eb,534236,0,1,003,S,270030506071,+45.1737404,-093.3347461,G5030,Block Group 1,27,050607,{downscaled LST=79.52715347042955},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f1,972379,0,1,003,S,270030506091,+45.2087754,-093.3564784,G5030,Block Group 1,27,050609,{downscaled LST=84.74962492662499},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ff,971394,0,1,003,S,270030510021,+45.1114480,-093.2560345,G5030,Block Group 1,27,051002,{downscaled LST=81.79900724416856},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003490,383463,0,1,003,S,270030508071,+45.1802336,-093.2605863,G5030,Block Group 1,27,050807,{downscaled LST=75.64899694449313},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003496,764625,0,1,003,S,270030507061,+45.1594528,-093.2705660,G5030,Block Group 1,27,050706,{downscaled LST=77.88841539832958},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003498,683305,0,1,003,S,270030509011,+45.1348102,-093.1689658,G5030,Block Group 1,27,050901,{downscaled LST=80.5670506112735},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a1,699646,0,1,003,S,270030512011,+45.0793315,-093.2679624,G5030,Block Group 1,27,051201,{downscaled LST=85.25657139529008},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a4,634373,0,1,003,S,270030512031,+45.0704088,-093.2417980,G5030,Block Group 1,27,051203,{downscaled LST=77.12619630604952},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c8,434357,0,1,003,S,270030507101,+45.1603001,-093.2878956,G5030,Block Group 1,27,050710,{downscaled LST=80.0377308300745},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e0,2014662,0,1,003,S,270030502281,+45.2358499,-093.4591116,G5030,Block Group 1,27,050228,{downscaled LST=87.64928003010762},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d5,1489130,0,2,003,S,270030505042,+45.1977920,-093.3722417,G5030,Block Group 2,27,050504,{downscaled LST=86.30730521525201},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f,1160881,0,2,003,S,270030512022,+45.0827380,-093.2540642,G5030,Block Group 2,27,051202,{downscaled LST=80.62786422802064},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000323,337681,0,2,003,S,270030502292,+45.1785787,-093.1254124,G5030,Block Group 2,27,050229,{downscaled LST=87.13796319300039},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329,786995,0,2,003,S,270030506122,+45.1918325,-093.3661028,G5030,Block Group 2,27,050612,{downscaled LST=77.06169270293567},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c,507994,0,2,003,S,270030508262,+45.1638817,-093.2384483,G5030,Block Group 2,27,050826,{downscaled LST=82.58717203739242},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000423,1435787,0,2,003,S,270030506112,+45.1798296,-093.3454438,G5030,Block Group 2,27,050611,{downscaled LST=81.17405459718253},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440,483742,0,2,003,S,270030508252,+45.1898795,-093.2513981,G5030,Block Group 2,27,050825,{downscaled LST=74.30312160042449},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000441,753306,0,2,003,S,270030511022,+45.0885341,-093.2538908,G5030,Block Group 2,27,051102,{downscaled LST=76.63978282112502},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000443,385608,0,2,003,S,270030507022,+45.1821238,-093.2784196,G5030,Block Group 2,27,050702,{downscaled LST=78.38773750880256},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000460,1010773,0,2,003,S,270030511032,+45.1040433,-093.2359439,G5030,Block Group 2,27,051103,{downscaled LST=82.10548614586777},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069e,505445,0,2,003,S,270030513042,+45.0521625,-093.2611628,G5030,Block Group 2,27,051304,{downscaled LST=79.42694747019607},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a6,437272,0,2,003,S,270030512012,+45.0739142,-093.2658158,G5030,Block Group 2,27,051201,{downscaled LST=86.63300344402305},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a5,466371,0,2,003,S,270030508072,+45.1752974,-093.2622423,G5030,Block Group 2,27,050807,{downscaled LST=78.05917259026823},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e2,490310,0,2,003,S,270030505052,+45.2176176,-093.3745542,G5030,Block Group 2,27,050505,{downscaled LST=78.20423890151567},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e9,863608,0,2,003,S,270030506022,+45.1794743,-093.3269804,G5030,Block Group 2,27,050602,{downscaled LST=81.13401000260176},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ec,801811,0,2,003,S,270030506072,+45.1734118,-093.3244548,G5030,Block Group 2,27,050607,{downscaled LST=79.02854961673556},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f4,1530873,0,2,003,S,270030507042,+45.1728248,-093.2876651,G5030,Block Group 2,27,050704,{downscaled LST=75.91852823664887},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f6,767786,0,2,003,S,270030508082,+45.1627228,-093.2618550,G5030,Block Group 2,27,050808,{downscaled LST=79.65716728621915},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000900,1248015,0,2,003,S,270030510022,+45.1198286,-093.2560356,G5030,Block Group 2,27,051002,{downscaled LST=79.05137905683823},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000347f,415578,0,2,003,S,270030512062,+45.0639702,-093.2654917,G5030,Block Group 2,27,051206,{downscaled LST=81.87486919696983},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003481,458637,0,2,003,S,270030513022,+45.0521102,-093.2444546,G5030,Block Group 2,27,051302,{downscaled LST=82.89621080279097},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003484,484345,0,2,003,S,270030513052,+45.0521027,-093.2542751,G5030,Block Group 2,27,051305,{downscaled LST=79.07967043702956},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003486,1057500,0,2,003,S,270030514002,+45.0382410,-093.2610126,G5030,Block Group 2,27,051400,{downscaled LST=86.78620575527873},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000348e,655239,0,2,003,S,270030507122,+45.1939954,-093.3123450,G5030,Block Group 2,27,050712,{downscaled LST=74.82567987808419},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034af,969054,0,2,003,S,270030502222,+45.2233712,-093.2998006,G5030,Block Group 2,27,050222,{downscaled LST=74.2219183810101},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b2,740429,0,2,003,S,270030506062,+45.1542238,-093.3134534,G5030,Block Group 2,27,050606,{downscaled LST=73.76806386352372},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c4,566503,0,2,003,S,270030507062,+45.1594451,-093.2781023,G5030,Block Group 2,27,050706,{downscaled LST=78.28524962346003},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c7,794279,0,2,003,S,270030507092,+45.1269618,-093.2842787,G5030,Block Group 2,27,050709,{downscaled LST=76.8545444074873},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c9,1186427,0,2,003,S,270030507102,+45.1539998,-093.2848273,G5030,Block Group 2,27,050710,{downscaled LST=78.93086913664321},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e4,688158,0,2,003,S,270030506052,+45.1573252,-093.3249288,G5030,Block Group 2,27,050605,{downscaled LST=75.80357117945792},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f,1355315,0,3,003,S,270030509023,+45.1491889,-093.1547176,G5030,Block Group 3,27,050902,{downscaled LST=74.87609331881252},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432,1746528,0,3,003,S,270030508233,+45.2031931,-093.2581458,G5030,Block Group 3,27,050823,{downscaled LST=76.8002280509072},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043e,535043,0,3,003,S,270030512063,+45.0664301,-093.2558114,G5030,Block Group 3,27,051206,{downscaled LST=84.74605412165812},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442,991281,0,3,003,S,270030507023,+45.1831004,-093.2879069,G5030,Block Group 3,27,050702,{downscaled LST=74.89806362476818},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069d,826450,0,3,003,S,270030507113,+45.1876641,-093.2721319,G5030,Block Group 3,27,050711,{downscaled LST=74.37949369555326},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a5,713830,0,3,003,S,270030507043,+45.1686352,-093.2723512,G5030,Block Group 3,27,050704,{downscaled LST=78.49301142716335},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b1,291254,0,3,003,S,270030514003,+45.0445867,-093.2655784,G5030,Block Group 3,27,051400,{downscaled LST=79.10176517719233},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ed,703665,0,3,003,S,270030506073,+45.1674303,-093.3250229,G5030,Block Group 3,27,050607,{downscaled LST=78.88869010099948},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f3,1158073,0,3,003,S,270030506093,+45.2008784,-093.3547399,G5030,Block Group 3,27,050609,{downscaled LST=94.03919986056445},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003485,308840,0,3,003,S,270030513053,+45.0535789,-093.2501271,G5030,Block Group 3,27,051305,{downscaled LST=85.33390609347333},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003491,475370,0,3,003,S,270030508073,+45.1710214,-093.2598298,G5030,Block Group 3,27,050807,{downscaled LST=76.64832088745237},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349e,607266,0,3,003,S,270030511013,+45.1129862,-093.2778490,G5030,Block Group 3,27,051101,{downscaled LST=80.56013082387722},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349f,250349,0,3,003,S,270030511023,+45.1041845,-093.2458076,G5030,Block Group 3,27,051102,{downscaled LST=92.14903889249676},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034c5,361130,0,3,003,S,270030507063,+45.1361342,-093.2683359,G5030,Block Group 3,27,050706,{downscaled LST=89.37250610807091},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e5,935724,0,3,003,S,270030506053,+45.1625643,-093.3298092,G5030,Block Group 3,27,050605,{downscaled LST=77.89341831981201},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b,848452,0,4,003,S,270030506084,+45.1761740,-093.3117814,G5030,Block Group 4,27,050608,{downscaled LST=84.39601483035344},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031e,476731,0,4,003,S,270030507064,+45.1491896,-093.2692468,G5030,Block Group 4,27,050706,{downscaled LST=82.67595063443707},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042b,1237111,0,4,003,S,270030502294,+45.1603184,-093.1379138,G5030,Block Group 4,27,050229,{downscaled LST=71.26264225034377},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042c,1010004,0,4,003,S,270030511024,+45.1041458,-093.2555609,G5030,Block Group 4,27,051102,{downscaled LST=80.27488136998102},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043d,717626,0,4,003,S,270030512064,+45.0509607,-093.2674762,G5030,Block Group 4,27,051206,{downscaled LST=82.3447936876465},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044c,323299,0,4,003,S,270030507044,+45.1650862,-093.2908614,G5030,Block Group 4,27,050704,{downscaled LST=78.797014425276},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ad,1030320,0,4,003,S,270030507124,+45.1863217,-093.3033623,G5030,Block Group 4,27,050712,{downscaled LST=74.55370277994317},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b5,359204,0,4,003,S,270030514004,+45.0445892,-093.2604539,G5030,Block Group 4,27,051400,{downscaled LST=80.29762827649525},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e4,538124,0,4,003,S,270030505054,+45.2075912,-093.3735444,G5030,Block Group 4,27,050505,{downscaled LST=83.03849363175979},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ea,1186881,0,4,003,S,270030506054,+45.1669918,-093.3414953,G5030,Block Group 4,27,050605,{downscaled LST=77.58638619847738},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f8,370456,0,4,003,S,270030508104,+45.1478573,-093.2551440,G5030,Block Group 4,27,050810,{downscaled LST=76.5937418390631},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b1,1824026,0,4,003,S,270030502224,+45.2261333,-093.2734027,G5030,Block Group 4,27,050222,{downscaled LST=74.23621081063607},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ca,1170458,0,4,003,S,270030507104,+45.1451410,-093.2760594,G5030,Block Group 4,27,050710,{downscaled LST=80.16513295064512},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317,3228756,0,5,003,S,270030502165,+45.2378099,-093.2019154,G5030,Block Group 5,27,050216,{downscaled LST=70.97396939076188},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c,594207,0,5,003,S,270030507045,+45.1704683,-093.2791795,G5030,Block Group 5,27,050704,{downscaled LST=80.04128350409914},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041e,619286,0,5,003,S,270030507105,+45.1454247,-093.2870982,G5030,Block Group 5,27,050710,{downscaled LST=83.72189707198817},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,428014,0,1,053,S,270530224001,+44.9553181,-093.3617224,G5030,Block Group 1,27,022400,{downscaled LST=79.6427063296215},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,608122,0,1,053,S,270530228021,+44.9502706,-093.3383895,G5030,Block Group 1,27,022802,{downscaled LST=79.4195167771302},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,574431,0,1,053,S,270530273001,+44.9717144,-093.5059540,G5030,Block Group 1,27,027300,{downscaled LST=78.5926511064005},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e7,599943,0,1,053,S,270530227001,+44.9578910,-093.3518171,G5030,Block Group 1,27,022700,{downscaled LST=80.7568277200737},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001eb,779514,0,1,053,S,270530204001,+45.0528619,-093.3269732,G5030,Block Group 1,27,020400,{downscaled LST=79.2835895827454},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,633913,0,1,053,S,270531041001,+44.9787054,-093.2989478,G5030,Block Group 1,27,104100,{downscaled LST=88.23856029141405},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,241963,0,1,053,S,270531062001,+44.9637848,-093.2417634,G5030,Block Group 1,27,106200,{downscaled LST=94.26890569387972},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a,641959,0,1,053,S,270530214001,+45.0139446,-093.3237307,G5030,Block Group 1,27,021400,{downscaled LST=82.17092915555284},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022e,892601,0,1,053,S,270531262011,+44.9830852,-093.2848466,G5030,Block Group 1,27,126201,{downscaled LST=98.62433459984146},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022f,531953,0,1,053,S,270530267251,+45.1195915,-093.4458389,G5030,Block Group 1,27,026725,{downscaled LST=77.07222218106475},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,69859,0,1,053,S,270531262021,+44.9880063,-093.2739088,G5030,Block Group 1,27,126202,{downscaled LST=90.21127484027232},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,283205,0,1,053,S,270531261021,+44.9772565,-093.2648307,G5030,Block Group 1,27,126102,{downscaled LST=100.4389259173565},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000257,184501,0,1,053,S,270530038021,+44.9850454,-093.2383680,G5030,Block Group 1,27,003802,{downscaled LST=85.36551403655936},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025f,962769,0,1,053,S,270530267171,+45.1219747,-093.4971659,G5030,Block Group 1,27,026717,{downscaled LST=80.84127698244534},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000268,224709,0,1,053,S,270531048011,+44.9687233,-093.2506027,G5030,Block Group 1,27,104801,{downscaled LST=90.24743496005142},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a3,1268566,0,1,053,S,270530269071,+45.1574841,-093.3995008,G5030,Block Group 1,27,026907,{downscaled LST=78.10697265411874},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002af,398208,0,1,053,S,270530202011,+45.0836376,-093.3034846,G5030,Block Group 1,27,020201,{downscaled LST=79.09170788088483},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002b7,555699,0,1,053,S,270530268271,+45.0918470,-093.3506594,G5030,Block Group 1,27,026827,{downscaled LST=87.48216910238517},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c2,702669,0,1,053,S,270530268251,+45.1265426,-093.3078132,G5030,Block Group 1,27,026825,{downscaled LST=76.84198181337528},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7,1144775,0,1,053,S,270530268241,+45.1488525,-093.3461631,G5030,Block Group 1,27,026824,{downscaled LST=78.34130668609899},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de,1372742,0,1,053,S,270531040021,+44.9945799,-093.2326574,G5030,Block Group 1,27,104002,{downscaled LST=92.22243703608584},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1,333942,0,1,053,S,270530038011,+44.9872572,-093.2422674,G5030,Block Group 1,27,003801,{downscaled LST=87.46773182817195},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,299568,0,1,053,S,270531067001,+44.9536977,-093.2928275,G5030,Block Group 1,27,106700,{downscaled LST=85.86269199325918},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a8,387787,0,1,053,S,270530265111,+45.0304855,-093.4026468,G5030,Block Group 1,27,026511,{downscaled LST=87.33401454999952},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e3,82167,0,1,053,S,270531057001,+44.9645538,-093.2765744,G5030,Block Group 1,27,105700,{downscaled LST=97.3168160280952},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e4,69887,0,1,053,S,270531052011,+44.9712840,-093.2802879,G5030,Block Group 1,27,105201,{downscaled LST=84.71846340720549},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000428,301453,0,1,053,S,270531008001,+45.0213140,-093.3000213,G5030,Block Group 1,27,100800,{downscaled LST=76.84167907220737},"{""type"":""MultiPoint"",""coordinates"":[]}"
